chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart,Sentiment,Emotions
1997-03-15,9,"For You I Will (From ""Space Jam"")",Monica,NA,9,1,Negative,"{'anticipation': 19, 'anger': 31, 'disgust': 28, 'joy': 12, 'surprise': 8, 'trust': 14, 'fear': 13, 'sadness': 9}"
1997-03-22,10,Get It Together,702,12,10,6,Negative,"{'fear': 43, 'sadness': 38, 'anticipation': 13, 'joy': 18, 'surprise': 13, 'trust': 11, 'anger': 1, 'disgust': 2}"
1997-03-29,7,All By Myself,Celine Dion,NA,7,1,Positive,"{'anticipation': 4, 'joy': 6, 'surprise': 2, 'fear': 9, 'sadness': 8, 'anger': 1, 'disgust': 1, 'trust': 1}"
1997-03-29,9,I'll Be,Foxy Brown Featuring Jay-Z,16,9,7,Negative,"{'anger': 23, 'disgust': 21, 'fear': 23, 'sadness': 16, 'surprise': 11, 'anticipation': 13, 'trust': 15, 'joy': 12}"
1997-04-12,10,I Want You,Savage Garden,13,10,7,Positive,"{'trust': 12, 'anger': 6, 'anticipation': 6, 'joy': 5, 'surprise': 3, 'fear': 11, 'sadness': 11, 'disgust': 1}"
1997-04-26,8,Return Of The Mack,Mark Morrison,12,8,9,Positive,"{'surprise': 2, 'joy': 8, 'anticipation': 11, 'fear': 11, 'sadness': 6, 'trust': 9, 'anger': 2, 'disgust': 2}"
1997-04-26,9,Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,11,9,10,Positive,"{'anticipation': 2, 'joy': 5, 'trust': 2}"
1997-04-26,10,Where Have All The Cowboys Gone?,Paula Cole,16,10,3,Positive,"{'anticipation': 11, 'trust': 10, 'joy': 10, 'surprise': 3, 'anger': 4, 'disgust': 5, 'fear': 3, 'sadness': 1}"
1997-05-03,10,My Baby Daddy,B-Rock & The Bizz,15,10,3,Negative,"{'anticipation': 13, 'joy': 14, 'trust': 20, 'disgust': 23, 'surprise': 4, 'anger': 11, 'fear': 9, 'sadness': 8}"
1997-05-10,6,MMMBop,Hanson,16,6,2,Positive,"{'anticipation': 32, 'joy': 50, 'surprise': 16, 'trust': 31, 'fear': 30, 'sadness': 27, 'disgust': 16, 'anger': 18}"
1997-05-17,10,I Belong To You (Every Time I See Your Face),Rome,12,10,10,Positive,"{'anticipation': 22, 'joy': 31, 'sadness': 16, 'trust': 8, 'anger': 6, 'fear': 8, 'surprise': 1}"
1997-05-24,5,Say You'll Be There,Spice Girls,NA,5,1,Positive,"{'joy': 26, 'trust': 24, 'anticipation': 4, 'disgust': 2, 'sadness': 3, 'surprise': 1}"
1997-05-31,8,The Freshmen,The Verve Pipe,12,8,15,Positive,"{'anticipation': 2, 'joy': 7, 'surprise': 2, 'trust': 8, 'sadness': 8, 'fear': 4}"
1997-06-07,8,G.H.E.T.T.O.U.T.,Changing Faces,12,8,5,Positive,"{'joy': 5, 'disgust': 15, 'fear': 14, 'anger': 10, 'sadness': 11, 'trust': 4, 'anticipation': 3, 'surprise': 1}"
1997-06-07,9,It's Your Love,Tim McGraw With Faith Hill,13,9,4,Positive,"{'surprise': 13, 'joy': 40, 'trust': 13, 'anger': 1, 'disgust': 4, 'fear': 2, 'sadness': 7, 'anticipation': 14}"
1997-06-14,1,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,NA,1,1,Positive,"{'fear': 12, 'sadness': 7, 'anticipation': 24, 'joy': 17, 'surprise': 13, 'trust': 20, 'anger': 6, 'disgust': 5}"
1997-06-14,10,Bitch,Meredith Brooks,14,10,8,Positive,"{'anger': 13, 'disgust': 14, 'fear': 15, 'sadness': 19, 'anticipation': 21, 'joy': 18, 'surprise': 7, 'trust': 17}"
1997-07-12,8,Sunny Came Home,Shawn Colvin,NA,8,1,Positive,"{'anticipation': 10, 'joy': 10, 'surprise': 9, 'trust': 4, 'fear': 3, 'anger': 2}"
1997-07-12,9,Do You Know (What It Takes),Robyn,12,9,7,Positive,"{'trust': 3, 'joy': 16, 'anticipation': 4, 'anger': 2, 'disgust': 5, 'fear': 3, 'sadness': 3, 'surprise': 1}"
1997-07-12,10,Quit Playing Games (With My Heart),Backstreet Boys,13,10,3,Negative,"{'joy': 14, 'trust': 1, 'anticipation': 7, 'sadness': 8, 'anger': 4, 'disgust': 4, 'fear': 4, 'surprise': 1}"
1997-07-26,6,Semi-Charmed Life,Third Eye Blind,12,6,4,Positive,"{'joy': 17, 'sadness': 8, 'surprise': 5, 'trust': 11, 'anticipation': 7, 'anger': 5, 'disgust': 5, 'fear': 6}"
1997-07-26,10,Gotham City,R. Kelly,17,10,2,Positive,"{'sadness': 4, 'anger': 2, 'anticipation': 10, 'joy': 19, 'fear': 3, 'trust': 16, 'surprise': 1}"
1997-08-02,4,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,NA,4,1,Positive,"{'anger': 19, 'anticipation': 21, 'joy': 23, 'surprise': 23, 'trust': 25, 'sadness': 9, 'fear': 10, 'disgust': 7}"
1997-08-09,6,Not Tonight,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",27,6,5,Positive,"{'trust': 4, 'anticipation': 27, 'joy': 30, 'surprise': 27, 'anger': 4, 'disgust': 2, 'fear': 3, 'sadness': 3}"
1997-08-09,9,How Do I Live,LeAnn Rimes,12,9,8,Positive,"{'joy': 12, 'trust': 5, 'sadness': 5, 'surprise': 6, 'anticipation': 3}"
1997-08-09,10,Never Make A Promise,Dru Hill,NA,10,1,Positive,"{'joy': 49, 'trust': 29, 'anticipation': 14, 'anger': 6, 'fear': 8, 'sadness': 9, 'surprise': 11, 'disgust': 2}"
1997-08-16,6,2 Become 1,Spice Girls,NA,6,1,Positive,"{'fear': 11, 'sadness': 12, 'trust': 7, 'joy': 43, 'anger': 1, 'disgust': 2, 'anticipation': 3, 'surprise': 5}"
1997-09-06,7,Barbie Girl,Aqua,NA,7,1,Positive,"{'fear': 1, 'sadness': 2, 'joy': 8, 'anticipation': 3, 'surprise': 1, 'trust': 2, 'anger': 1, 'disgust': 1}"
1997-09-06,9,You Make Me Wanna...,Usher,14,9,3,Positive,"{'fear': 24, 'sadness': 34, 'trust': 12, 'surprise': 12, 'anticipation': 11, 'joy': 9, 'anger': 4, 'disgust': 2}"
1997-09-13,1,Honey,Mariah Carey,NA,1,1,Positive,"{'joy': 33, 'anticipation': 22, 'surprise': 13, 'trust': 18, 'anger': 7, 'disgust': 2, 'sadness': 3, 'fear': 4}"
1997-09-27,2,4 Seasons Of Loneliness,Boyz II Men,NA,2,1,Positive,"{'fear': 11, 'sadness': 8, 'anticipation': 7, 'joy': 9, 'surprise': 1, 'anger': 2, 'disgust': 1, 'trust': 1}"
1997-10-11,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,NA,1,1,Positive,"{'anticipation': 85, 'anger': 69, 'disgust': 55, 'fear': 86, 'sadness': 69, 'joy': 109, 'trust': 97, 'surprise': 46}"
1997-10-18,7,All Cried Out,Allure Featuring 112,12,7,8,Positive,"{'anticipation': 8, 'joy': 15, 'surprise': 9, 'fear': 9, 'anger': 6, 'sadness': 8, 'disgust': 4, 'trust': 1}"
1997-10-25,9,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara,12,9,9,Positive,"{'joy': 47, 'disgust': 6, 'anticipation': 14, 'surprise': 22, 'trust': 16, 'anger': 9, 'fear': 7, 'sadness': 8}"
1997-11-01,10,Tubthumping,Chumbawamba,11,10,8,Positive,"{'trust': 3, 'anticipation': 4, 'joy': 3, 'sadness': 2, 'surprise': 2, 'disgust': 3}"
1997-11-08,10,The One I Gave My Heart To,Aaliyah,12,10,6,Positive,"{'surprise': 5, 'anger': 7, 'disgust': 4, 'fear': 7, 'sadness': 7, 'anticipation': 5, 'joy': 16, 'trust': 5}"
1997-11-15,8,My Body,LSG,12,8,3,Positive,"{'joy': 25, 'fear': 4, 'sadness': 5, 'surprise': 5, 'anticipation': 6, 'trust': 8, 'anger': 3}"
1997-11-22,10,Feel So Good,Mase,12,10,4,Positive,"{'anticipation': 20, 'joy': 20, 'surprise': 20, 'trust': 19}"
1997-11-29,7,Show Me Love,Robyn,13,7,3,Positive,"{'joy': 35, 'anticipation': 3, 'surprise': 2, 'trust': 36, 'anger': 1, 'disgust': 2, 'sadness': 2, 'fear': 1}"
1997-12-06,10,I Will Come To You,Hanson,15,10,2,Positive,"{'trust': 6, 'anticipation': 5, 'joy': 5, 'surprise': 4, 'anger': 2, 'disgust': 1, 'fear': 3, 'sadness': 6}"
1997-12-13,10,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),25,10,2,Negative,"{'fear': 32, 'sadness': 28, 'anger': 54, 'disgust': 50, 'surprise': 15, 'joy': 28, 'trust': 28, 'anticipation': 16}"
1997-12-20,9,Together Again,Janet,NA,9,1,Positive,"{'joy': 46, 'trust': 22, 'anger': 1, 'surprise': 8, 'anticipation': 14, 'fear': 3, 'sadness': 3}"
1997-12-27,9,Truly Madly Deeply,Savage Garden,12,9,4,Positive,"{'anticipation': 9, 'joy': 12, 'surprise': 3, 'trust': 4, 'fear': 14, 'sadness': 14, 'anger': 2, 'disgust': 2}"
1998-01-03,9,A Song For Mama,Boyz II Men,12,9,4,Positive,"{'trust': 7, 'anger': 2, 'fear': 3, 'joy': 14, 'disgust': 2, 'sadness': 2, 'anticipation': 1}"
1998-01-24,9,Nice & Slow,Usher,NA,9,1,Positive,"{'anticipation': 11, 'joy': 22, 'fear': 16, 'sadness': 18, 'anger': 3, 'trust': 9, 'surprise': 5}"
1998-01-31,7,I Don't Ever Want To See You Again,Uncle Sam,11,7,13,Positive,"{'anticipation': 10, 'trust': 20, 'anger': 4, 'disgust': 4, 'fear': 17, 'joy': 36, 'sadness': 17, 'surprise': 3}"
1998-02-07,9,Dangerous,Busta Rhymes,13,9,5,Negative,"{'trust': 15, 'anticipation': 12, 'joy': 10, 'sadness': 10, 'surprise': 6, 'fear': 33, 'anger': 15, 'disgust': 7}"
1998-02-14,8,"No, No, No",Destiny's Child,16,8,12,Positive,"{'anticipation': 18, 'joy': 16, 'sadness': 6, 'disgust': 4, 'surprise': 5, 'trust': 7, 'fear': 5, 'anger': 3}"
1998-02-14,9,How's It Going To Be,Third Eye Blind,12,9,11,Negative,"{'anticipation': 2, 'joy': 3, 'trust': 2, 'anger': 6, 'fear': 7, 'sadness': 4, 'surprise': 2}"
1998-02-21,9,Too Much,Spice Girls,22,9,2,Negative,"{'joy': 7, 'sadness': 11, 'anger': 7, 'anticipation': 6, 'trust': 2, 'disgust': 8, 'fear': 4, 'surprise': 1}"
1998-02-21,10,What You Want,Mase Featuring Total,16,10,4,Positive,"{'fear': 15, 'sadness': 14, 'anticipation': 12, 'joy': 16, 'surprise': 6, 'trust': 11, 'anger': 9, 'disgust': 7}"
1998-02-28,1,My Heart Will Go On,Celine Dion,NA,1,1,Positive,"{'anticipation': 181, 'trust': 115, 'anger': 57, 'surprise': 138, 'joy': 217, 'disgust': 51, 'fear': 108, 'sadness': 96}"
1998-02-28,3,Gettin' Jiggy Wit It,Will Smith,NA,3,1,Positive,"{'anticipation': 7, 'joy': 5, 'trust': 6, 'anger': 8, 'fear': 6, 'sadness': 5, 'disgust': 3, 'surprise': 1}"
1998-03-07,7,Swing My Way,K.P. & Envyi,12,7,11,Positive,"{'anticipation': 25, 'joy': 24, 'surprise': 23, 'trust': 22, 'fear': 6, 'sadness': 5, 'anger': 2, 'disgust': 3}"
1998-03-14,9,Gone Till November,Wyclef Jean,12,9,6,Positive,"{'anticipation': 15, 'anger': 5, 'sadness': 7, 'joy': 7, 'surprise': 5, 'trust': 11, 'disgust': 2, 'fear': 3}"
1998-03-21,8,Frozen,Madonna,NA,8,1,Negative,"{'disgust': 4, 'anticipation': 1, 'anger': 6, 'fear': 6, 'sadness': 7, 'surprise': 1, 'joy': 1}"
1998-03-28,7,Let's Ride,Montell Jordan Feat. Master P & Silkk The Shocker,63,7,4,Positive,"{'anticipation': 12, 'joy': 11, 'surprise': 6, 'anger': 20, 'trust': 11, 'fear': 8, 'sadness': 5, 'disgust': 6}"
1998-03-28,9,Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz,11,9,16,Positive,"{'joy': 30, 'anger': 26, 'disgust': 21, 'sadness': 16, 'fear': 22, 'anticipation': 10, 'surprise': 5, 'trust': 16}"
1998-04-04,1,All My Life,K-Ci & JoJo,15,1,2,Positive,"{'joy': 64, 'anticipation': 31, 'trust': 42, 'surprise': 23, 'sadness': 3, 'fear': 7, 'disgust': 6}"
1998-04-04,10,Too Close,Next,11,10,8,Positive,"{'joy': 22, 'trust': 30, 'anticipation': 11, 'surprise': 9, 'anger': 8, 'fear': 9, 'sadness': 3, 'disgust': 1}"
1998-04-11,9,Romeo And Juliet,Sylk-E. Fyne Featuring Chill,15,9,9,Positive,"{'anger': 8, 'anticipation': 19, 'joy': 22, 'trust': 18, 'sadness': 8, 'fear': 7, 'surprise': 11, 'disgust': 2}"
1998-04-25,5,You're Still The One,Shania Twain,14,5,11,Positive,"{'joy': 12, 'anticipation': 8, 'surprise': 3}"
1998-04-25,7,Body Bumpin' Yippie-Yi-Yo,Public Announcement,11,7,10,Negative,"{'fear': 77, 'sadness': 77, 'joy': 40, 'trust': 5, 'anticipation': 4, 'anger': 2, 'surprise': 1}"
1998-05-02,8,Everybody [Backstreet's Back],Backstreet Boys,11,8,3,Positive,"{'anticipation': 4, 'fear': 5, 'joy': 3, 'trust': 3, 'sadness': 3, 'anger': 2, 'surprise': 1}"
1998-05-09,2,My All,Mariah Carey,NA,2,1,Positive,"{'joy': 7, 'anticipation': 4, 'fear': 3, 'trust': 1, 'surprise': 1}"
1998-05-09,10,Turn It Up [Remix]/Fire It Up,Busta Rhymes,NA,10,1,Positive,"{'fear': 41, 'anticipation': 15, 'joy': 12, 'trust': 17, 'anger': 18, 'disgust': 5, 'surprise': 11, 'sadness': 7}"
1998-05-16,6,It's All About Me,Mya & Sisqo,11,6,10,Negative,"{'joy': 6, 'anger': 4, 'disgust': 2, 'fear': 6, 'sadness': 5, 'trust': 1, 'anticipation': 1}"
1998-05-16,8,The Arms Of The One Who Loves You,Xscape,15,8,3,Positive,"{'joy': 15, 'anger': 6, 'disgust': 1, 'fear': 11, 'sadness': 7, 'trust': 7, 'anticipation': 7, 'surprise': 2}"
1998-05-23,3,I Get Lonely,Janet Featuring BLACKstreet,NA,3,1,Positive,"{'anger': 15, 'disgust': 15, 'fear': 15, 'sadness': 17, 'anticipation': 1, 'joy': 1, 'trust': 1, 'surprise': 7}"
1998-06-06,1,The Boy Is Mine,Brandy & Monica,23,1,2,Negative,"{'disgust': 34, 'trust': 7, 'fear': 10, 'sadness': 8, 'anticipation': 5, 'anger': 3, 'joy': 9, 'surprise': 1}"
1998-06-20,7,They Don't Know,Jon B,12,7,21,Positive,"{'trust': 7, 'anger': 11, 'disgust': 12, 'joy': 11, 'anticipation': 3, 'surprise': 4, 'sadness': 11, 'fear': 9}"
1998-06-20,9,Adia,Sarah McLachlan,11,9,4,Positive,"{'joy': 4, 'anger': 3, 'disgust': 3, 'trust': 12, 'fear': 7, 'anticipation': 2, 'sadness': 4, 'surprise': 2}"
1998-06-27,9,My Way,Usher,13,9,2,Positive,"{'trust': 8, 'fear': 5, 'sadness': 5, 'anger': 4, 'disgust': 4, 'anticipation': 2, 'joy': 3, 'surprise': 1}"
1998-06-27,10,Come With Me,Puff Daddy Featuring Jimmy Page,NA,10,1,Negative,"{'sadness': 17, 'anticipation': 14, 'anger': 17, 'fear': 23, 'joy': 7, 'trust': 8, 'disgust': 10, 'surprise': 4}"
1998-07-11,5,Ray Of Light,Madonna,NA,5,1,Positive,"{'sadness': 3, 'anticipation': 3, 'joy': 3, 'surprise': 2, 'trust': 3, 'fear': 3, 'anger': 1}"
1998-07-18,8,Make It Hot,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",11,8,4,Negative,"{'anger': 18, 'surprise': 10, 'sadness': 12, 'anticipation': 12, 'joy': 6, 'disgust': 4, 'trust': 1, 'fear': 11}"
1998-07-25,10,Say It,Voices Of Theory,12,10,17,Positive,"{'anticipation': 2, 'fear': 2, 'joy': 17, 'trust': 3}"
1998-08-01,8,Never Ever,All Saints,13,8,2,Negative,"{'anger': 39, 'fear': 43, 'sadness': 42, 'anticipation': 39, 'joy': 31, 'trust': 40, 'disgust': 28, 'surprise': 21}"
1998-08-01,10,When The Lights Go Out,Five,15,10,9,Positive,"{'anticipation': 4, 'trust': 2, 'fear': 2}"
1998-08-08,9,Crush,Jennifer Paige,13,9,6,Positive,"{'anticipation': 10, 'joy': 7, 'surprise': 4, 'trust': 2, 'anger': 6, 'sadness': 5, 'fear': 4}"
1998-08-22,5,The First Night,Monica,14,5,2,Positive,"{'joy': 19, 'disgust': 2, 'anger': 1, 'anticipation': 6, 'fear': 9, 'sadness': 8, 'surprise': 2, 'trust': 1}"
1998-08-22,10,Cruel Summer,Ace Of Base,11,10,6,Negative,"{'anger': 47, 'joy': 2, 'surprise': 7, 'trust': 2, 'anticipation': 1, 'disgust': 45, 'fear': 45, 'sadness': 51}"
1998-08-29,8,Daydreamin',Tatyana Ali,12,8,4,Positive,"{'anticipation': 19, 'joy': 22, 'trust': 13, 'fear': 4, 'disgust': 9, 'sadness': 2, 'surprise': 1, 'anger': 2}"
1998-09-05,1,I Don't Want To Miss A Thing,Aerosmith,NA,1,1,Negative,"{'anticipation': 7, 'fear': 28, 'joy': 7, 'surprise': 5, 'trust': 5, 'sadness': 32, 'anger': 2, 'disgust': 1}"
1998-09-12,10,Lookin' At Me,Mase Featuring Puff Daddy,12,10,8,Positive,"{'fear': 12, 'sadness': 13, 'surprise': 7, 'anger': 20, 'disgust': 8, 'anticipation': 12, 'joy': 13, 'trust': 12}"
1998-09-19,7,Time After Time,Inoj,11,7,5,Negative,"{'anticipation': 71, 'anger': 4, 'disgust': 2, 'fear': 2, 'sadness': 14, 'surprise': 5, 'trust': 1}"
1998-09-26,7,I'll Be,Edwin McCain,NA,7,1,Positive,"{'joy': 9, 'surprise': 1, 'trust': 8, 'anger': 9, 'fear': 7, 'sadness': 14, 'disgust': 2, 'anticipation': 1}"
1998-10-03,3,One Week,Barenaked Ladies,NA,3,1,Negative,"{'anger': 12, 'disgust': 10, 'sadness': 13, 'anticipation': 6, 'fear': 15, 'surprise': 6, 'trust': 10, 'joy': 7}"
1998-10-10,6,How Deep Is Your Love,Dru Hill Featuring Redman,NA,6,1,Positive,"{'joy': 23, 'trust': 4, 'sadness': 6, 'anticipation': 3, 'surprise': 4, 'disgust': 5, 'fear': 6, 'anger': 3}"
1998-10-10,7,This Kiss,Faith Hill,12,7,30,Positive,"{'anticipation': 35, 'joy': 53, 'surprise': 27, 'sadness': 8, 'fear': 9, 'anger': 9, 'disgust': 8, 'trust': 12}"
1998-10-17,8,Because Of You,98 Degrees,19,8,3,Positive,"{'joy': 10, 'anger': 2, 'fear': 2, 'sadness': 2, 'anticipation': 2, 'surprise': 1, 'trust': 1}"
1998-10-17,9,Touch It,Monifah,17,9,11,Negative,"{'fear': 26, 'sadness': 26, 'trust': 7, 'disgust': 5, 'anticipation': 4, 'joy': 5, 'surprise': 1, 'anger': 2}"
1998-10-24,9,My Little Secret,Xscape,NA,9,1,Positive,"{'trust': 27, 'joy': 13, 'fear': 6, 'sadness': 6, 'surprise': 3, 'anticipation': 5}"
1998-10-24,10,Lately,Divine,13,10,7,Positive,"{'joy': 15, 'anger': 3, 'surprise': 2, 'anticipation': 2, 'trust': 2, 'fear': 5, 'sadness': 4}"
1998-11-07,10,Nobody's Supposed To Be Here,Deborah Cox,17,10,6,Positive,"{'joy': 11, 'anticipation': 8, 'anger': 4, 'fear': 3, 'sadness': 7, 'disgust': 1, 'trust': 2, 'surprise': 2}"
1998-11-14,1,Doo Wop (That Thing),Lauryn Hill,NA,1,1,Positive,"{'anger': 12, 'fear': 24, 'trust': 13, 'anticipation': 24, 'joy': 26, 'surprise': 6, 'disgust': 5, 'sadness': 12}"
1998-12-05,1,I'm Your Angel,R. Kelly & Celine Dion,NA,1,1,Positive,"{'anticipation': 23, 'joy': 20, 'surprise': 18, 'trust': 28, 'fear': 3, 'sadness': 7, 'anger': 3, 'disgust': 1}"
1998-12-05,5,From This Moment On,Shania Twain,NA,5,1,Positive,"{'trust': 12, 'anticipation': 15, 'joy': 20, 'fear': 2, 'sadness': 2}"
1998-12-05,9,Iris,Goo Goo Dolls,NA,9,1,Negative,"{'fear': 7, 'sadness': 6, 'anger': 5, 'surprise': 2, 'anticipation': 2, 'trust': 2, 'joy': 1, 'disgust': 2}"
1998-12-05,10,Love Like This,Faith Evans,15,10,4,Positive,"{'joy': 37, 'trust': 10, 'anticipation': 4, 'fear': 5, 'sadness': 7, 'anger': 3, 'surprise': 5}"
1998-12-12,8,Lullaby,Shawn Mullins,12,8,2,Positive,"{'joy': 7, 'trust': 7, 'sadness': 3, 'anticipation': 8, 'surprise': 2}"
1998-12-12,9,...Baby One More Time,Britney Spears,18,9,4,Positive,"{'joy': 28, 'anticipation': 7, 'trust': 10, 'fear': 10, 'sadness': 10, 'anger': 9, 'disgust': 5, 'surprise': 4}"
1998-12-12,10,Have You Ever?,Brandy,15,10,2,Negative,"{'sadness': 16, 'anger': 15, 'disgust': 9, 'fear': 10, 'joy': 7, 'anticipation': 3, 'trust': 3, 'surprise': 2}"
1999-01-02,8,Trippin',Total Featuring Missy Elliott,12,8,9,Negative,"{'anger': 15, 'disgust': 23, 'fear': 6, 'sadness': 5, 'surprise': 6, 'joy': 26, 'trust': 11, 'anticipation': 7}"
1999-01-16,8,Save Tonight,Eagle-Eye Cherry,13,8,7,Positive,"{'anger': 10, 'disgust': 4, 'fear': 11, 'sadness': 3, 'joy': 26, 'trust': 28, 'surprise': 16, 'anticipation': 31}"
1999-01-23,6,Hands,Jewel,11,6,8,Negative,"{'anticipation': 16, 'fear': 25, 'sadness': 13, 'anger': 13, 'disgust': 3, 'joy': 14, 'trust': 13, 'surprise': 4}"
1999-01-23,10,Slide,Goo Goo Dolls,14,10,8,Negative,"{'fear': 7, 'sadness': 10, 'joy': 3, 'trust': 2, 'anger': 1, 'disgust': 2}"
1999-01-30,5,Jumper,Third Eye Blind,12,5,9,Positive,"{'joy': 8, 'trust': 9, 'anger': 4, 'disgust': 2, 'fear': 4, 'sadness': 3, 'anticipation': 1, 'surprise': 1}"
1999-01-30,6,Angel Of Mine,Monica,22,6,9,Positive,"{'anticipation': 25, 'joy': 24, 'surprise': 13, 'trust': 18, 'disgust': 8, 'sadness': 3}"
1999-02-06,5,All I Have To Give,Backstreet Boys,57,5,2,Positive,"{'sadness': 4, 'joy': 21, 'surprise': 6, 'trust': 3, 'anticipation': 4, 'anger': 1}"
1999-02-06,8,Angel,Sarah McLachlan,11,8,10,Positive,"{'anticipation': 13, 'surprise': 9, 'joy': 14, 'trust': 14, 'sadness': 3, 'anger': 4, 'fear': 3}"
1999-02-13,4,Believe,Cher,13,4,9,Positive,"{'joy': 23, 'surprise': 2, 'anticipation': 5, 'anger': 1, 'disgust': 1, 'fear': 1, 'sadness': 1, 'trust': 1}"
1999-02-13,7,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,29,7,8,Positive,"{'anticipation': 16, 'disgust': 6, 'sadness': 10, 'joy': 15, 'trust': 4, 'anger': 3}"
1999-02-20,10,Faded Pictures,Case & Joe,15,10,9,Positive,"{'fear': 18, 'sadness': 17, 'joy': 12, 'trust': 10, 'anger': 13, 'disgust': 7, 'anticipation': 11, 'surprise': 3}"
1999-02-27,8,(God Must Have Spent) A Little More Time On You,'N Sync,21,8,13,Positive,"{'joy': 643, 'trust': 879, 'surprise': 321, 'anger': 594, 'anticipation': 637, 'disgust': 447, 'fear': 706, 'sadness': 587}"
1999-03-06,10,You,Jesse Powell,11,10,3,Positive,"{'anticipation': 2, 'disgust': 1, 'joy': 20, 'surprise': 6, 'trust': 7, 'fear': 13, 'sadness': 12}"
1999-03-13,6,I Still Believe,Mariah Carey,21,6,6,Positive,"{'anger': 1, 'fear': 2, 'sadness': 1, 'anticipation': 4, 'joy': 16, 'surprise': 2, 'trust': 2}"
1999-03-13,9,Every Morning,Sugar Ray,12,9,10,Positive,"{'anger': 1, 'fear': 3, 'sadness': 4, 'joy': 13, 'trust': 5}"
1999-03-13,10,No Scrubs,TLC,15,10,4,Negative,"{'disgust': 31, 'fear': 6, 'sadness': 7, 'anticipation': 15, 'joy': 26, 'trust': 13, 'anger': 1, 'surprise': 1}"
1999-03-20,7,Kiss Me,Sixpence None The Richer,14,7,7,Positive,"{'anticipation': 12, 'joy': 17, 'surprise': 13, 'trust': 9, 'anger': 6, 'fear': 2, 'sadness': 2, 'disgust': 2}"
1999-03-27,8,What's It Gonna Be?!,Busta Rhymes Featuring Janet,65,8,3,Negative,"{'anticipation': 24, 'joy': 33, 'trust': 12, 'fear': 35, 'sadness': 12, 'anger': 36, 'disgust': 26, 'surprise': 40}"
1999-04-03,9,All Night Long,Faith Evans Featuring Puff Daddy,11,9,9,Positive,"{'anticipation': 45, 'anger': 11, 'disgust': 9, 'fear': 16, 'sadness': 17, 'joy': 47, 'trust': 47, 'surprise': 5}"
1999-04-10,10,Stay The Same,Joey McIntyre,11,10,7,Positive,"{'joy': 9, 'anticipation': 5, 'surprise': 3, 'trust': 6, 'anger': 4, 'fear': 5}"
1999-04-17,9,C'est La Vie,B*Witched,16,9,9,Positive,"{'disgust': 9, 'anger': 8, 'anticipation': 5, 'joy': 11, 'surprise': 2, 'trust': 13, 'fear': 4, 'sadness': 4}"
1999-05-01,8,Livin' La Vida Loca,Ricky Martin,32,8,3,Negative,"{'anticipation': 5, 'sadness': 9, 'anger': 7, 'fear': 8, 'disgust': 3, 'trust': 5, 'joy': 1, 'surprise': 1}"
1999-05-01,10,Please Remember Me,Tim McGraw,17,10,5,Positive,"{'anticipation': 8, 'fear': 3, 'joy': 7, 'surprise': 3, 'trust': 4, 'sadness': 3, 'anger': 1}"
1999-05-08,10,Who Dat,JT Money Featuring Sole,18,10,3,Positive,"{'anger': 21, 'anticipation': 15, 'joy': 15, 'surprise': 17, 'trust': 27, 'disgust': 10, 'fear': 13, 'sadness': 9}"
1999-05-15,9,Fortunate,Maxwell,38,9,6,Positive,"{'anticipation': 13, 'joy': 18, 'surprise': 5, 'trust': 11, 'sadness': 4, 'anger': 2, 'disgust': 1, 'fear': 1}"
1999-05-15,10,Give It To You,Jordan Knight,13,10,7,Positive,"{'anticipation': 8, 'fear': 8, 'trust': 14, 'joy': 9, 'anger': 6, 'sadness': 6, 'disgust': 3, 'surprise': 3}"
1999-05-22,9,Where My Girls At?,702,15,9,4,Positive,"{'anger': 1, 'disgust': 2, 'fear': 1, 'sadness': 2, 'anticipation': 1, 'surprise': 1}"
1999-05-29,8,If You Had My Love,Jennifer Lopez,64,8,3,Positive,"{'joy': 43, 'trust': 23, 'anticipation': 10, 'anger': 15, 'disgust': 15, 'sadness': 17, 'fear': 3}"
1999-05-29,10,808,Blaque,14,10,7,Positive,"{'joy': 60, 'trust': 17, 'anticipation': 17, 'surprise': 12, 'anger': 7, 'fear': 7, 'sadness': 9, 'disgust': 4}"
1999-06-12,10,Chante's Got A Man,Chante Moore,11,10,5,Positive,"{'joy': 13, 'anger': 12, 'disgust': 9, 'fear': 13, 'sadness': 12, 'anticipation': 11, 'surprise': 6, 'trust': 12}"
1999-06-19,9,I Want It That Way,Backstreet Boys,11,9,9,Negative,"{'fear': 12, 'sadness': 20, 'surprise': 1}"
1999-06-26,2,Last Kiss,Pearl Jam,49,2,5,Positive,"{'anticipation': 5, 'joy': 17, 'surprise': 9, 'disgust': 5, 'trust': 9, 'sadness': 5, 'anger': 2, 'fear': 2}"
